Country,Year,pop_n,pop_u,wat_bas_n,wat_lim_n,wat_unimp_n,wat_sur_n,wat_bas_r,wat_lim_r,wat_unimp_r,wat_sur_r,wat_bas_u,wat_lim_u,wat_unimp_u,wat_sur_u,Population_Density,Birth_Rate,Child_Mortality
Dominican Republic,2020,10847.9043,82.54000092,96.68681192,0.4670386504,1.269428783,1.576720644,90.30446437,1.385315508,1.115118127,7.195101991,98.03689158,0.2727920359,1.302073396,0.3882429922,231.420841135259,18.78,33.7369
Lithuania,2015,2931.87207,67.22999573,96.60413858,0.0,3.395861422,0.0,90.71848441,0.0,9.281515589,0.0,99.47299035,0.0,0.5270096501,0,46.3672785315243,10.8,4.8829
Belarus,2020,9449.321289,79.48300171,96.53472608,3.37211955,0.09315436837,0.0,98.56412231,0.9955971951,0.4402804931,0.0,96.01087362,3.985572644,0.003553731977,0,46.211212927382,9.47,2.9124
Russian Federation,2015,144985.0625,74.04999542,96.52715543,0.6244865344,2.848358036,,90.11010901,1.558364042,8.331526946,,98.77593489,0.2972194631,0.726845642,0.2,8.8320122221157,13.3,8.2473
Belarus,2015,9439.423828,77.18099976,96.47706709,3.300130108,0.2228027995,0.0,98.3306716,0.9932391071,0.6760892895,0.0,95.92903518,3.982175393,0.08878942383,0,46.611337189252,12.5,4.0885
Colombia,2015,47520.66797,79.76399994,96.33586812,0.1840519904,1.703445062,1.776634827,83.27372585,0.6876656261,7.259032355,8.779576172,99.64971237,0.05628603022,0.2940016029,0,42.4693357368184,15.585,15.5962
Bhutan,2015,727.8850098,38.6780014,96.22142259,2.496596292,0.2961873751,0.9857937377,95.16436295,3.215858941,0.1935987005,1.426179411,97.89733678,1.356242032,0.4588364885,0.2875847035,19.4998032374006,17.152,33.1976
Bosnia and Herzegovina,2015,3429.362061,47.17299652,96.15984418,3.780069975,0.06008584857,0.0,97.33333333,2.666666667,0.0,0.0,94.8457044,5.026922206,0.1273733928,0,68.834453125,8.842,6.2623
Bosnia and Herzegovina,2020,3280.814941,49.02000046,96.11389762,3.823663938,0.06243843752,0.0,97.33333333,2.666666667,0.0,0.0,94.8457044,5.026922206,0.1273733928,0,64.81263671875,8.611,5.7497
Dominican Republic,2015,10281.6748,78.56600189,96.0993385,0.6952122155,1.550594498,1.654854791,89.21104378,1.822877161,2.441888623,6.52419044,97.97856981,0.3875681084,1.307435937,0.3264261435,215.397060649969,20.596,35.089
Azerbaijan,2020,10139.1748,56.39700317,96.04337613,1.04278118,2.913842688,0.0,90.92579795,2.391535671,6.682666377,0.0,100.0,0.0,0.0,0,122.124736829369,12.5,19.4278
Cuba,2015,11324.77734,76.89600372,95.87179647,1.750253789,1.99464,0.3833097362,90.44506066,3.362197131,4.747322467,1.445419738,97.50230137,1.2659329,1.167575187,0.06419054206,108.93269932757,10.972,5.6515
Georgia,2015,4024.179932,57.44799805,95.75472951,0.9519645583,3.239894931,0.0534109954,91.29515059,1.893756292,6.700216388,0.1108767321,99.05796545,0.2543750856,0.6768136054,0.01084585945,65.1750586094685,15.79,10.4954
Suriname,2015,559.1359863,66.05599976,95.74769217,0.8828013983,1.013834976,2.35567146,90.57961632,1.285032142,1.200506574,6.934844965,98.4033997,0.6761083333,0.9179065142,0.002585454545,3.68894230769231,19.127,20.4834
Honduras,2020,9904.608398,58.35899734,95.68922113,0.4256206085,3.885158264,0.0,89.87579955,0.8067095079,9.317490946,0.0,99.83728281,0.1537015262,0.009015663296,0,90.4617302708017,21.353,17.1365
Saint Lucia,2015,179.1309967,18.51499939,95.56809428,1.790210415,2.641695303,0.0,95.31226124,1.707252381,2.980486378,0.0,96.69403318,2.155311103,1.150655713,0,,,21.9459
El Salvador,2015,6325.121094,69.69999695,95.56213774,0.580479777,1.161950545,2.695431942,87.96121432,1.734743718,2.481033956,7.823008005,98.86641785,0.07869797757,0.5885128896,0.4663712861,300.727123552124,18.406,15.4067
Guyana,2020,786.559021,26.7859993,95.55480685,1.205244408,1.143069849,2.096878897,93.9284905,1.646193862,1.561274833,2.864040809,100.0,0.0,0.0,0,4.04979425958852,20.473,28.5283
Kazakhstan,2020,18776.70703,57.67100143,95.43497032,1.941425039,2.545956934,0.07764770471,91.93925234,1.862616064,6.014693049,0.1834385438,98.00073133,1.999268673,0.0,0,6.94731488683928,22.76,10.2207
Ecuador,2020,17643.06055,64.16600037,95.35976356,0.003451463449,2.604485389,2.032299589,87.05074495,0.009631811022,7.26819549,5.671427747,100.0,0.0,0.0,0,70.8189523272669,17.037,12.9286
Serbia,2020,8737.370117,56.44599915,95.29552932,4.244199279,0.4437204778,0.01655092647,95.84497475,3.545864028,0.5711602866,0.03800093141,94.87156989,4.783037865,0.3453922445,0,82.0445475086217,8.9,5.5814
Democratic People's Republic of Korea,2015,25183.83203,61.27700424,95.21488171,0.6850023901,3.829054918,0.2710609803,91.61696842,0.3679396322,7.315091944,0.7,97.48852402,0.8853650012,1.626110978,0,,,21.1
Guyana,2015,767.4329834,26.44099808,95.16185695,1.233247953,1.344803287,2.260091808,93.42276971,1.676542504,1.82819943,3.072488358,100.0,0.0,0.0,0,3.8355651511303,21.31,33.1117
Albania,2020,2877.800049,62.11199951,95.06803883,1.884656092,3.047305081,0.0,94.09135806,2.305264955,3.603376986,0.0,95.66380912,1.62808683,2.708104054,0,103.571131386861,10.285,9.4361
Kazakhstan,2015,17572.00977,57.19100189,95.02533441,1.812908425,2.904392652,0.2573645111,90.74749784,1.86677185,6.784537749,0.6011925556,98.22740979,1.772590206,0.0,0,6.49805756195133,22.71,11.8557
Tunisia,2015,11179.95117,68.05599976,94.8454551,2.900100393,2.179103077,0.07534142511,85.59067297,7.6364837,6.53698864,0.2358546907,99.18944794,0.6769453984,0.1336066664,0,74.3935311534501,19.119,17.1734
Algeria,2020,43851.04297,73.73300171,94.43732996,4.985880842,0.5318366638,0.04495253272,90.03753791,8.79672214,0.9946030281,0.1711369258,96.00473586,3.628288591,0.3669755478,0,18.2436570559099,22.431,22.8973
Panama,2020,4314.768066,68.41400146,94.37254436,1.873480592,2.262304247,1.491670799,86.32308326,1.791982583,7.162364342,4.722569811,98.08889267,1.911107333,0.0,0,57.8915610676732,17.919,14.3685
Fiji,2020,896.4439697,57.24700546,94.30106524,0.0,3.318602766,2.380331999,89.08802405,0.0,5.759897938,5.152078012,98.19424406,0.0,1.495409344,0.3103465922,50.3788724685276,19.628,27.4754
Fiji,2015,868.632019,54.72599792,94.26255867,0.0,3.419365936,2.318075395,89.37852739,0.0,5.829467811,4.792004795,98.30304467,0.0,1.425524712,0.2714306142,50.2025177887247,21.45,24.4834
China,2020,1463140.5,61.71308899,94.26111059,0.8147213297,4.725451938,0.1987161441,89.66123351,1.832679086,8.506087409,0.0,97.11488267,0.1831784927,2.37993884,0.322,150.305542803154,8.52,7.4388
Iraq,2015,35572.26953,69.92099762,94.2475933,1.056676215,1.737911036,2.95781945,84.76271011,2.830616935,2.77640479,9.630268161,98.3278526,0.2935526231,1.291166071,0.0874287017,86.9739178306859,31.593,29.762
Philippines,2020,109581.0859,47.40799713,94.10903456,2.856486137,3.034479307,0.0,91.06193322,3.959520428,4.978546347,0.0,97.4893325,1.632836465,0.877831036,0,376.265140691552,22.039,26.5034
Guatemala,2020,17915.56641,51.83599854,94.00642827,1.034150511,3.215911815,1.743509404,90.1193298,1.849169999,4.583438691,3.448061508,97.61816944,0.2768660057,1.94525887,0.1597056849,157.319270250093,21.816,23.7988
Ukraine,2020,43733.75781,69.60800171,93.92828195,5.671978717,0.07590450129,0.323834836,100.0,0.0,0.0,0.0,91.27727011,8.14845779,0.1090456533,0.4652264446,76.29919571971,7.8,8.3515
Syrian Arab Republic,2020,17500.65625,55.47500229,93.92585718,5.873730768,0.2004120542,0.0,92.082745,7.917255,0.0,0.0,95.40516436,4.233570117,0.361265525,0,113.122011653869,19.67,22.8091
South Africa,2020,59308.69141,67.35400391,93.88505744,2.772736186,1.410816657,1.931389712,83.32948118,6.977359359,3.776999287,5.916160173,99.00126484,0.734785403,0.2639497547,0,48.4728478513548,20.326,33.7423
Democratic People's Republic of Korea,2020,25778.81445,62.38100052,93.84384303,0.6831311872,5.20969278,0.2633330058,88.75362488,0.3564402606,10.18993486,0.7,96.91351044,0.8801428799,2.206346677,0,,,16.5
Ukraine,2015,44921.63672,69.06100464,93.65690669,5.630873723,0.4364563488,0.2757632395,98.84311161,0.0,0.944405312,0.2124830817,91.33350853,8.153478277,0.2089007556,0.3041124414,77.9701876434946,10.7,9.4483
Syrian Arab Republic,2015,17997.41016,52.16799927,93.50961148,5.968083628,0.5223048883,0.0,91.3857051,7.857323656,0.7569712439,0.0,95.45698719,4.235869737,0.3071430695,0,104.586276752165,20.233,41.8151
Algeria,2015,39728.01953,70.84799957,93.40956153,5.157780893,1.275464684,0.1571928913,88.35270686,8.685753121,2.580431801,0.3811082155,95.4903147,3.706117317,0.7385100851,0.06505789753,16.6026255583626,25.405,25.3046
Albania,2015,2890.523926,57.43399811,93.39432534,3.626383658,2.979291004,0.0,90.62727461,5.263172648,4.109552744,0.0,95.44506696,2.41331182,2.141621216,0,105.135145985401,11.718,9.5771
Bolivia (Plurinational State of),2020,11673.0293,70.1230011,93.39007163,0.1365905296,1.575010843,4.898326997,79.93664283,0.2447364082,3.954133693,15.86448707,99.12211832,0.09051328947,0.5613453808,0.2260230112,,,25.6272
Serbia,2015,8876.777344,55.69599915,93.3864573,6.112096052,0.4835436344,0.01790301579,94.72352905,4.600438201,0.6356232686,0.040409478,92.32286869,7.314561109,0.3625701971,0,81.1271781385776,9.3,6.3088
Viet Nam,2015,92677.07813,33.80900192,93.32806058,0.05207183785,6.163618036,0.4562495463,90.83306799,0.0,8.477639565,0.6892924429,98.21274352,0.1540176812,1.633238796,0,294.181235102096,16.787,21.8924
Honduras,2015,9112.904297,55.1649971,93.25441071,0.4317541067,6.022156156,0.2916790284,86.43707375,0.7758441046,12.14597638,0.6411057671,98.79516268,0.152097161,1.04505549,0.00768467364,83.0682366610064,22.751,20.5197
Peru,2020,32971.84766,78.2970047,93.13936621,0.8495593511,4.150468349,1.860606087,80.79943849,1.596943771,9.612691163,7.990926578,96.55984408,0.6423932356,2.636408693,0.1613539953,26.019340625,17.833,14.5382
Ecuador,2015,16212.02246,63.39799881,93.0637795,0.1997601763,3.119565114,3.616895212,82.55248195,0.445629255,7.379055031,9.62283376,99.1323392,0.0578108902,0.6604045069,0.1494454068,65.2113947495571,18.74,15.3653
Panama,2015,3968.48999,66.69599915,92.90436561,1.845644171,3.160016841,2.08997338,83.67957953,1.737106037,8.379298168,6.20401626,97.51067739,1.899841721,0.5538148391,0.03566604616,53.3877361036158,20.111,16.9301
Azerbaijan,2015,9622.741211,54.7140007,92.42031398,1.002242415,4.365089522,2.21235408,84.14321327,2.213139731,8.988206006,4.655440992,99.27115203,0.0,0.5386020345,0.1902459339,116.731076781631,17.2,26.2975
Indonesia,2020,273523.625,56.64099884,92.41534961,0.8554746335,5.553871666,1.175304087,85.66796238,1.17809123,10.61491462,2.539031772,97.58051207,0.6085098345,1.679615139,0.1313629588,144.796388212316,16.649,22.939
Sri Lanka,2020,21413.25,18.71299934,92.22757937,0.5954581495,5.348927064,1.82803542,90.5374357,0.7032099038,6.510488612,2.248865782,99.56938019,0.1273977901,0.3032220202,0,354.332363401229,14.235,7.0039
Botswana,2020,2351.625,70.8769989,92.21356307,4.72303897,1.732526476,1.330871481,79.04372386,15.15494718,1.596119156,4.20520981,97.62498058,0.4366200322,1.788579159,0.1498202281,4.49314841282445,24.195,36.3142
Oman,2020,5106.62207,86.27599335,92.16802469,7.541419893,0.2604052036,0.03015021745,76.25077991,21.63212113,1.897409218,0.2196897375,94.7,5.3,0.0,0,14.679802907916,18.791,10.3715
Guatemala,2015,16252.4248,49.97100067,92.13403385,0.9684517485,4.765261087,2.132253313,87.24275618,1.650901287,7.052091828,4.054250709,97.03098891,0.2852100796,2.475775984,0.2080250227,145.27266703994,25.834,28.3943
Philippines,2015,102113.2031,46.2840004,92.01770102,2.920429319,4.532138462,0.5297311944,88.20816233,3.825892542,7.111213037,0.8547320937,96.43895214,1.869572353,1.538931873,0.1525436393,345.545712177617,23.252,29.7757
South Africa,2015,55386.36719,64.82800293,91.87634387,2.803155965,2.078820804,3.241679359,79.03373853,6.61766745,5.131945818,9.216648202,98.84401345,0.7336182863,0.4223682597,0,46.061301304932,21.3,37.3435
Samoa,2020,198.4100037,17.88899994,91.83772455,6.520899952,1.418623428,0.2227520679,91.78032287,6.220703339,1.72769216,0.2712816327,92.10119,7.89881,0.0,0,77.3125899280575,27.622,17.1336
China,2015,1430405.375,55.85270691,91.76264123,0.8187626618,6.782077407,0.6365187008,84.47918792,1.51186307,12.95294901,1.056,97.51965397,0.2709198039,1.90447541,0.3049508197,146.977949259981,11.99,10.7131
Kyrgyzstan,2020,6524.190918,36.85599899,91.69930522,1.900734111,1.8656487,4.534311965,87.258429,2.606070485,2.954593684,7.180906832,99.30769231,0.6923076923,0.0,0,,,17.7636
Samoa,2015,193.5099945,18.91400146,91.32139736,6.499281296,1.929815904,0.2495054413,91.38641565,6.194005024,2.148529534,0.2710497959,91.04264868,7.808027061,0.9921814015,0.1571428571,71.9332155477032,29.4,18.5939
Vanuatu,2020,307.1499939,25.52500153,91.23119075,1.06238505,0.0,7.706424202,88.39720123,1.255132675,0.0,10.3476661,99.5,0.5,0.0,0,25.5689089417555,29.939,24.011
Jamaica,2020,2961.160889,56.31100082,91.0299445,5.367570914,1.864010203,1.738474379,85.39991216,8.490737371,2.568971895,3.540378574,95.39801591,2.944456223,1.317064322,0.34046355,260.428070175439,11.813,12.8298
Republic of Moldova,2020,4033.962891,42.84900284,90.56996224,1.519776762,7.910260997,0.0,85.48103812,1.52256302,12.99639886,0.0,97.35744448,1.516060408,1.126495111,0,,,14.4983
India,2020,1380004.375,34.9260025,90.48952503,4.983602562,3.963153945,0.5637184626,88.78250313,5.902210054,4.57637573,0.7389110856,93.6700363,3.272056027,2.820607523,0.2373001538,469.659566660725,16.572,32.3769
Bolivia (Plurinational State of),2015,10869.73242,68.39299774,90.46214101,0.1728983981,2.832457169,6.532503425,73.7401802,0.3399687838,5.911800536,20.00805048,98.18999708,0.0956888341,1.40937247,0.304941615,,,31.6415
Jamaica,2015,2891.023926,54.833004,90.41679629,5.407336603,2.169821217,2.006045893,84.5007099,8.401335753,3.055395678,4.042558671,95.28999024,2.941122015,1.440356529,0.3285312153,258.028162511542,14.123,15.0031
Morocco,2020,36910.55859,63.53199768,90.40234468,5.263549601,2.8776725,1.456433219,77.34612896,12.03707816,6.623063373,3.993729502,97.89674601,1.375477117,0.7277768759,0,82.2065247591306,17.889,18.7443
Peru,2015,30470.73828,77.35700226,90.28200304,0.9325834719,5.763626055,3.021787439,73.28762384,1.523040337,12.99206766,12.19726817,95.25638702,0.75975209,3.647808558,0.3360523291,23.99364296875,18.808,16.549
Oman,2015,4267.34082,81.34999847,90.23848564,8.208802788,1.473142599,0.0795689751,74.36690846,21.09767236,4.386731832,0.1486873508,93.87714508,5.253947929,0.8051838421,0.06372315036,13.5437027463651,21.316,11.1589
Pakistan,2020,220892.3281,37.16500092,90.14896508,3.822279525,4.413307574,1.61544782,88.59986076,3.852278117,5.174596509,2.373264617,92.76804985,3.771561162,3.126184571,0.3342044223,294.723875311333,27.967,65.476
Sri Lanka,2015,20908.02344,18.25600052,90.11102857,0.9128012935,6.761522893,2.214647247,88.25710614,1.016290258,8.017356135,2.709247463,98.41224652,0.4494138094,1.138339672,0,344.735220461118,15.886,8.7841
Nepal,2020,29136.80859,20.57600021,90.07454179,3.979825725,4.699081176,1.246551314,90.20327165,4.207348246,4.269023951,1.320356149,89.57763316,3.101581411,6.359123168,0.9616622585,204.734056505058,20.64,28.1944
Vanuatu,2015,271.1279907,24.96100235,89.98817649,1.05094321,1.545004807,7.415875488,86.97805066,1.234982464,1.904272063,9.882694813,99.03735599,0.4976751557,0.4649688531,0,22.6774405250205,32.42,27.2986
Pakistan,2015,199426.9531,36.02600098,89.45498234,3.65595302,4.42169119,2.467373447,87.15095676,3.956563839,5.236412879,3.656066523,93.54640884,3.122136433,2.974930389,0.35652434,273.673331776671,29.699,76.177
Cabo Verde,2020,555.9879761,66.65200043,88.76960642,7.904150846,3.209147716,0.1170950144,80.11452544,9.911127022,9.623217003,0.3511305397,93.1,6.9,0.0,0,144.575682382134,17.158,14.2212
Republic of Moldova,2015,4070.705078,42.48999786,88.5760319,1.485629517,9.938338582,0.0,82.54249075,1.470222482,15.98728677,0.0,96.7423994,1.506482861,1.751117739,0,,,15.7824
Marshall Islands,2020,59.19400024,77.79399109,88.57204698,11.387979,0.03997402585,0.0,94.42972,5.39028,0.18,0.0,86.9,13.1,0.0,0,241.183333333333,20.006,30.7217
Indonesia,2015,258383.25,53.31299973,88.52735296,0.7941305226,8.943859564,1.734656954,80.63079119,0.9740457315,14.98518808,3.409975001,95.44249176,0.6365760478,3.653376641,0.2675555532,137.996989644313,18.448,27.6826
Botswana,2015,2120.716064,67.15499878,88.44628953,8.41061416,1.578349601,1.564746708,71.89253383,21.78932755,1.854197906,4.463940709,96.54260258,1.867186166,1.443438497,0.1467727616,4.0674942212341,26.409,45.3729
Kyrgyzstan,2015,5959.125977,35.77700043,88.44176125,1.789935836,2.248062905,7.520240013,83.10521764,2.415973654,3.353168783,11.12563993,98.02134645,0.6661405372,0.2642965036,1.04821651,,,22.2693
Marshall Islands,2015,57.44400024,75.81099701,88.34252362,11.18141559,0.4760607918,0.0,94.27836,5.38164,0.34,0.0,86.44857737,13.03194895,0.5194736842,0,274.5,23.947,35.5104
India,2015,1310152.375,32.77700043,88.13813263,4.692599015,6.412451552,0.7568168039,85.57200035,5.542133893,7.880870004,1.004995751,93.40106461,2.950270954,3.4008428,0.2478216409,444.931708030768,18.765,43.5693
Nepal,2015,27015.0332,18.55699921,87.80846759,3.167904459,7.264208528,1.759419423,87.24197964,3.310271258,7.531317484,1.916431618,90.2946711,2.543084752,6.091920182,1.07032397,192.60777816533,22.05,35.5299
Ghana,2020,31072.94531,57.34899902,85.79099665,6.586062113,2.812216176,4.810725058,71.89275005,11.93454827,4.999356483,11.17334519,96.12725952,2.608342455,1.185613803,0.07878421819,141.431796706412,28.038,45.5024
Mongolia,2020,3278.291992,68.65699768,85.49562527,2.14642893,6.633366714,5.724579081,61.07075114,3.084170572,17.58078116,18.26429713,96.64596558,1.718335079,1.635699341,0,2.1151336184565,22.405,15.3529
Timor-Leste,2020,1318.442017,31.31999969,85.4956012,1.88586597,8.360029397,4.258503433,80.48779562,2.049364675,11.26233968,6.200500018,96.47695792,1.527338152,1.995703929,0,87.4240080699395,25.258,52.1612
Cabo Verde,2015,524.7399902,64.29999542,85.44334237,10.25307762,4.151948319,0.1516316911,72.83231411,16.37979458,10.43676077,0.3511305397,92.44511451,6.851463911,0.6625536281,0.0408679538,137.013895781638,19.181,19.7393
Gabon,2020,2225.728027,90.09200287,85.3419306,7.735263103,6.922808357,,44.74588901,10.51114859,44.7429624,,89.80653917,7.42998076,2.763480072,,8.89732215624636,27.695,41.0306
Lao People's Democratic Republic,2020,7275.556152,36.29000092,85.21974318,3.566857739,10.62886799,0.5845310938,78.47295942,5.598583786,15.0109696,0.9174871957,97.06426222,0.0,2.935737778,0,,,44.131
Senegal,2020,16743.92969,48.12200165,84.90523779,2.387217509,12.60781566,0.09972904042,75.2429282,4.052382433,20.51245174,0.1922376314,95.32170094,0.5920836567,4.086215402,0,85.3691372773074,33.034,40.1385
Namibia,2020,2540.916016,52.03300095,84.27003628,7.08762751,3.740143722,4.902192485,71.25616743,11.97218925,7.081803759,9.689839563,96.26696535,2.584758965,0.6596102638,0.4886654211,3.02335507536834,27.876,40.277
Gabon,2015,1947.689941,88.11799622,83.85848655,7.722430434,4.92418211,3.494900901,43.39003316,10.19264777,21.81093263,24.60638644,89.31533187,7.389341617,2.647139145,0.6481873668,7.87253851825979,31.036,50.4043
Morocco,2015,34663.60938,60.80899811,83.75113288,5.937188415,8.517881858,1.793796851,64.17252874,12.25581871,19.02957964,4.542072914,96.36941502,1.864872571,1.743161481,0.02255092798,77.7066054223616,20.307,23.6038
Myanmar,2020,54409.79297,31.14100075,83.71819191,1.595436949,5.10942478,9.576946362,78.42256469,2.316962142,6.592393694,12.66807947,95.42788606,0.0,1.830283006,2.741830931,81.8533071843351,17.363,43.2361
Mali,2020,20250.83398,43.90900421,82.54729103,3.854734527,12.24697135,1.35100309,72.08089521,3.78241223,21.72810084,2.408591717,95.91745475,3.947121723,0.1354235314,0,17.3940451896836,41.995,100.0584
Namibia,2015,2314.900879,46.90000534,82.52413515,7.275476154,4.416461411,5.783927281,70.14103138,11.72007222,7.614389637,10.52450676,96.54423562,2.243322298,0.7957798889,0.4166621911,2.77266090927863,30.394,46.2462
Tajikistan,2020,9537.641602,27.50599861,81.85241502,2.568363935,3.421857005,12.15736404,76.6435992,3.207143928,4.140706948,16.00854992,95.58062386,0.8848144763,1.527268323,2.007293339,68.7600475538583,27.53,32.4662
Nicaragua,2020,6624.554199,59.01200104,81.7087538,1.506645682,13.53053114,3.254069378,59.10744663,3.520974285,29.78017368,7.5914054,97.40695661,0.1075523143,2.244007656,0.2414834229,56.1400614924381,20.903,14.0348
Nicaragua,2015,6223.233887,57.89499664,81.35312854,1.425927388,13.835759,3.38518507,59.50465784,3.238961865,29.55960602,7.696774271,97.24275488,0.1073710103,2.400356622,0.2495174846,52.3400199434934,22.797,18.7842
Gambia,2020,2416.664063,62.58199692,80.94040714,8.597391391,10.35285207,0.1093493927,69.18852321,16.49783239,14.24376547,0.0698789368,87.96690427,3.873689522,8.026457278,0.1329489253,,,49.6326
Mongolia,2015,2998.433105,68.22999573,80.81301209,3.905181378,7.578644581,7.70316195,52.09388801,5.33358915,18.71864336,23.85387948,94.18552724,3.240070405,2.391515544,0.1828868106,1.90382964798196,26.352,19.427
Comoros,2019,850.8909912,29.16400146,80.21049781,10.86041131,8.929090888,,76.91172345,11.56864724,11.51962931,,88.22284558,9.140188495,2.29677513,0.340190797,425.032778076303,30.4,53.0729
Ghana,2015,27849.20313,54.08599854,80.15796123,7.89759919,4.426643676,7.517795899,67.20830477,11.1534648,6.335259242,15.30297119,91.15101984,5.133670929,2.806405888,0.9089033445,126.882917289268,31.713,55.3735
Comoros,2015,777.4349976,28.47000122,80.13200008,10.877265,8.395193432,0.5955414912,76.91172345,11.56864724,10.82245445,0.6971748583,88.22284558,9.140188495,2.29677513,0.340190797,392.378291241268,32.147,61.2489
Gambia,2015,2085.860107,59.22800064,79.2101665,9.073370006,11.62401462,0.09244887038,68.25489257,15.34008454,16.32238996,0.08263292471,86.75167126,4.759421567,8.389701102,0.0992060715,,,60.0933
Senegal,2015,14578.4502,45.86200333,78.60209362,3.392145635,17.59491318,0.4108475646,65.94120156,5.253411854,28.07919255,0.7261940369,93.54769776,1.195005973,5.218700794,0.03859547379,74.5659429699268,35.357,51.0031
Sao Tome and Principe,2020,219.1609955,74.35400391,78.22645516,20.23798298,0.4435199284,1.09204193,74.30061449,19.71184258,1.729405704,4.258137228,79.5805429,20.4194571,0.0,0,227.751041666667,28.435,16.1937
Kiribati,2020,119.4459991,55.59399796,77.97092085,4.076899625,17.95217953,0.0,60.99418489,2.096609799,36.90920532,0.0,91.53117485,5.658666461,2.810158691,0,156.127160493827,27.645,49.8044
Nigeria,2020,206139.5938,51.95800018,77.60905338,4.979399343,11.79691148,5.614635794,61.65821003,7.128924583,20.92487535,10.28799004,92.35770519,2.99188065,3.356908786,1.29350537,228.737667028997,37.467,113.8195
Lao People's Democratic Republic,2015,6741.160156,33.10799789,77.46057221,3.052340334,14.22792235,5.259165108,70.23968655,4.170293363,18.20222139,7.387798694,92.04977998,0.793607849,6.198176795,0.9584353711,,,53.7391
Sao Tome and Principe,2015,199.4389954,70.1740036,77.12422979,18.34430682,1.859577121,2.671886269,71.28271664,17.07304495,4.118479256,7.525759155,79.607041,18.88462966,0.8994805634,0.6088487774,209.504166666667,32.754,23.2759
Tajikistan,2015,8454.018555,26.74200058,76.23949551,3.050011091,3.944733748,16.76575965,69.55218206,3.681021887,4.857485512,21.90931054,94.55895539,1.321396987,1.444318955,2.675328663,61.416982491534,31.228,37.4196
Djibouti,2020,988.0020142,78.06199646,76.04992021,14.7574817,7.015876051,2.176722038,47.28073293,12.06161014,30.73550468,9.922152249,84.13501493,15.51511107,0.3498740029,0,47.0300258843831,22.477,55.9509
Djibouti,2015,913.9979858,77.41699219,75.78704503,14.75417119,7.39492395,2.063859825,48.75920509,12.43877762,30.37700254,8.425014754,83.67122985,15.42958572,0.6909116479,0.2082727854,43.4106557377049,23.889,65.6322
Liberia,2020,5057.676758,52.08899689,75.26179159,8.700657475,3.488080869,12.54947006,64.10021689,6.537775797,3.383709875,25.97829744,85.52810963,10.69005698,3.58408039,0.1977530006,52.8196013289037,31.708,78.2949
Timor-Leste,2015,1196.293945,29.48999977,75.25010371,3.486316247,16.46074672,4.802833323,68.95938975,4.20850771,20.19524109,6.63686145,90.29108123,1.759571234,7.5316383,0.4177092401,81.0903160726294,27.7,61.5669
Afghanistan,2020,38928.33984,26.02599907,75.09141325,1.447541688,14.56026288,8.900782174,66.32791521,1.956824851,19.68294895,12.03231098,100.0,0.0,0.0,0,59.7522806371985,36.051,57.7978
Mali,2015,17438.77148,39.99099731,74.39951222,4.171846453,19.37992934,2.048711981,63.39571403,4.449382415,28.94484164,3.21006192,90.91140553,3.755386657,5.027173979,0.306033834,14.8443332595743,44.342,115.6375
Kiribati,2015,110.927002,51.61899948,73.84809659,2.340891569,23.81101184,0.0,57.92225259,1.639587928,40.43815948,0.0,88.774932,2.998203296,8.226864706,0,144.082716049383,29.188,57.5352
Congo,2020,5518.091797,67.82900238,73.78451158,10.46117203,9.559180722,6.195135664,45.72441318,10.6323901,24.40516973,19.23802699,87.09329616,10.37996439,2.517789997,0.008949452055,,,44.5228
Myanmar,2015,52680.72266,29.8579998,73.5874705,6.835532269,8.269037119,11.30796011,67.24961354,8.042280354,10.1459869,14.56211921,88.47627629,4.000656379,3.859732696,3.663334632,78.832530470999,18.402,51.786
Liberia,2015,4472.229004,49.81999969,72.56979194,7.364422679,6.537233844,13.52855154,61.26318196,5.126042294,7.524148785,26.08662696,83.95810401,9.618977705,5.54318741,0.8797308764,47.8854754983389,34.215,88.3241
Lesotho,2020,2142.251953,29.02799988,72.17603927,10.40592597,12.21725464,5.200780116,63.65035482,13.55843013,15.73132479,7.059890254,93.02090855,2.698211997,3.625530038,0.65534942,74.2457180500659,26.378,75.4902
Mauritania,2020,4649.660156,55.32699585,71.68104923,13.47689193,14.82032681,0.02173203433,49.9113389,18.49039689,31.5496173,0.04864690722,89.25869465,9.428808083,1.31249727,0,4.36461045891142,33.427,41.8271
Cambodia,2020,16718.9707,24.23200035,71.21988497,13.90222204,5.677218558,9.200674434,65.06715583,15.51772278,7.492899307,11.92222209,90.45807717,8.85091472,0.0,0.6910081144,92.8895309313392,19.849,25.7905
Congo,2015,4856.092773,65.54299927,71.14958177,10.51052605,11.66204631,6.677845876,41.39183594,10.73957265,28.50184871,19.36674269,86.79370516,10.390113,2.809090742,0.00709109589,,,52.7802
Eswatini,2020,1160.16394,24.17100143,70.75307095,9.507067163,9.835567931,9.904293959,62.46644874,12.29969513,12.45046093,12.78339519,96.74976305,0.7460644731,1.632164244,0.8720082294,68.6427325581395,24.615,56.1649
Lesotho,2015,2059.010986,26.90800095,70.5456894,10.86331049,14.5343829,4.056617208,63.42088315,13.04933941,18.16490493,5.364872511,89.89927614,4.925254235,4.672553616,0.502916007,69.7800065876153,28.305,82.4855
